intended_target,condition,target_item,targetType,comp_item,compType,contrast_item,distractor_item,UtteranceCat,target_typ,comp_typ
target,tan,orange_carrot,carrot,orange_banana,banana,red_strawberry,green_swan,typeOnly,typical,atypical
target,atp,yellow_strawberry,strawberry,yellow_corn,corn,red_strawberry,orange_banana,colorType,atypical,typical
competitor,aap,red_corn,corn,red_broccoli,broccoli,yellow_corn,green_carrot,colorType,atypical,atypical
competitor,aap,white_tomato,tomato,white_pumpkin,pumpkin,red_tomato,orange_banana,colorType,atypical,atypical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,green_lettuce,orange_carrot,colorType,atypical,atypical
target,tan,white_egg,egg,white_pumpkin,pumpkin,green_lettuce,yellow_corn,typeOnly,typical,atypical
target,ttn,green_lettuce,lettuce,green_broccoli,broccoli,white_swan,red_strawberry,typeOnly,typical,typical
competitor,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,orange_lettuce,typeOnly,typical,typical
target,ttp,orange_carrot,carrot,orange_pumpkin,pumpkin,green_carrot,red_tomato,colorType,typical,typical
target,aan,red_broccoli,broccoli,red_corn,corn,yellow_banana,green_carrot,colorType,atypical,atypical
competitor,tap,yellow_banana,banana,yellow_strawberry,strawberry,orange_banana,red_corn,typeOnly,typical,atypical
target,tap,orange_carrot,carrot,orange_banana,banana,green_carrot,yellow_egg,colorType,typical,atypical
target,atn,white_tomato,tomato,white_egg,egg,yellow_banana,red_broccoli,colorType,atypical,typical
target,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,green_swan,colorType,atypical,atypical
target,atp,green_carrot,carrot,green_broccoli,broccoli,orange_carrot,yellow_egg,colorType,atypical,typical
target,aan,green_swan,swan,green_carrot,carrot,white_egg,red_strawberry,colorType,atypical,atypical
target,ttn,red_strawberry,strawberry,red_tomato,tomato,white_egg,orange_carrot,typeOnly,typical,typical
target,ttp,white_egg,egg,white_swan,swan,yellow_egg,red_strawberry,colorType,typical,typical
target,atn,white_pumpkin,pumpkin,white_egg,egg,orange_lettuce,yellow_banana,typeOnly,atypical,typical
competitor,atp,green_swan,swan,green_lettuce,lettuce,white_swan,red_strawberry,typeOnly,atypical,typical
target,tan,yellow_corn,corn,yellow_strawberry,strawberry,red_broccoli,orange_lettuce,typeOnly,typical,atypical
target,atn,green_swan,swan,green_lettuce,lettuce,orange_banana,red_tomato,typeOnly,atypical,typical
target,tan,white_egg,egg,white_tomato,tomato,green_broccoli,red_strawberry,typeOnly,typical,atypical
target,aan,yellow_strawberry,strawberry,yellow_egg,egg,orange_banana,green_broccoli,typeOnly,atypical,atypical
competitor,tap,green_broccoli,broccoli,green_swan,swan,red_broccoli,orange_banana,typeOnly,typical,atypical
target,atn,white_tomato,tomato,white_egg,egg,red_corn,yellow_banana,typeOnly,atypical,typical
competitor,tap,yellow_corn,corn,yellow_egg,egg,red_corn,orange_lettuce,typeOnly,typical,atypical
target,tan,orange_pumpkin,pumpkin,orange_lettuce,lettuce,green_broccoli,red_corn,typeOnly,typical,atypical
competitor,aap,white_tomato,tomato,white_pumpkin,pumpkin,red_tomato,orange_carrot,colorType,atypical,atypical
target,aap,orange_lettuce,lettuce,orange_banana,banana,green_lettuce,white_egg,colorType,atypical,atypical
target,tap,red_strawberry,strawberry,red_corn,corn,yellow_strawberry,orange_lettuce,colorType,typical,atypical
target,aan,orange_lettuce,lettuce,orange_banana,banana,white_pumpkin,red_strawberry,colorType,atypical,atypical
competitor,ttp,orange_carrot,carrot,orange_pumpkin,pumpkin,green_carrot,white_swan,typeOnly,typical,typical
target,aap,yellow_strawberry,strawberry,yellow_egg,egg,red_strawberry,green_broccoli,colorType,atypical,atypical
target,atn,yellow_egg,egg,yellow_corn,corn,white_swan,red_strawberry,colorType,atypical,typical
target,atp,orange_lettuce,lettuce,orange_carrot,carrot,green_lettuce,white_pumpkin,colorType,atypical,typical
competitor,atp,white_pumpkin,pumpkin,white_egg,egg,orange_pumpkin,red_broccoli,colorType,atypical,typical
competitor,ttp,orange_pumpkin,pumpkin,orange_carrot,carrot,white_pumpkin,red_broccoli,colorType,typical,typical
target,tan,red_strawberry,strawberry,red_corn,corn,green_swan,orange_lettuce,colorType,typical,atypical
target,ttn,red_tomato,tomato,red_strawberry,strawberry,white_swan,orange_pumpkin,colorType,typical,typical
target,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,orange_banana,colorType,typical,typical
competitor,aap,red_corn,corn,red_broccoli,broccoli,yellow_corn,white_tomato,colorType,atypical,atypical
target,ttn,white_egg,egg,white_swan,swan,orange_banana,red_broccoli,colorType,typical,typical
target,tap,white_swan,swan,white_tomato,tomato,green_swan,yellow_strawberry,colorType,typical,atypical
target,aan,red_broccoli,broccoli,red_corn,corn,white_swan,yellow_egg,colorType,atypical,atypical
target,ttn,orange_carrot,carrot,orange_pumpkin,pumpkin,white_egg,red_strawberry,typeOnly,typical,typical
target,ttp,white_swan,swan,white_egg,egg,green_swan,orange_pumpkin,colorType,typical,typical
target,atp,yellow_strawberry,strawberry,yellow_corn,corn,red_strawberry,white_swan,colorType,atypical,typical
target,atp,orange_lettuce,lettuce,orange_pumpkin,pumpkin,green_lettuce,white_swan,colorType,atypical,typical
competitor,tap,orange_carrot,carrot,orange_lettuce,lettuce,green_carrot,yellow_egg,colorType,typical,atypical
target,aan,green_swan,swan,green_carrot,carrot,orange_lettuce,yellow_strawberry,colorType,atypical,atypical
competitor,tap,orange_pumpkin,pumpkin,orange_banana,banana,white_pumpkin,green_lettuce,colorType,typical,atypical
target,tan,green_lettuce,lettuce,green_carrot,carrot,orange_banana,white_swan,colorType,typical,atypical
target,aan,white_tomato,tomato,white_pumpkin,pumpkin,green_swan,orange_lettuce,colorType,atypical,atypical
target,tan,red_tomato,tomato,red_broccoli,broccoli,orange_banana,green_swan,colorType,typical,atypical
target,atn,green_swan,swan,green_lettuce,lettuce,white_pumpkin,red_tomato,colorType,atypical,typical
target,aan,orange_lettuce,lettuce,orange_banana,banana,green_swan,yellow_strawberry,colorType,atypical,atypical
competitor,atp,white_pumpkin,pumpkin,white_egg,egg,orange_pumpkin,yellow_corn,colorType,atypical,typical
target,ttn,green_lettuce,lettuce,green_broccoli,broccoli,red_tomato,white_pumpkin,colorType,typical,typical
target,ttn,red_tomato,tomato,red_strawberry,strawberry,green_swan,white_pumpkin,colorType,typical,typical
target,aap,green_swan,swan,green_carrot,carrot,white_swan,yellow_strawberry,colorType,atypical,atypical
competitor,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,green_swan,colorType,atypical,atypical
competitor,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,red_broccoli,colorType,typical,typical
competitor,atp,orange_banana,banana,orange_pumpkin,pumpkin,yellow_banana,green_carrot,colorType,atypical,typical
target,atn,yellow_strawberry,strawberry,yellow_corn,corn,red_tomato,white_egg,colorType,atypical,typical
target,atn,orange_banana,banana,orange_carrot,carrot,white_tomato,yellow_egg,colorType,atypical,typical
target,tap,green_lettuce,lettuce,green_swan,swan,orange_lettuce,yellow_corn,colorType,typical,atypical
target,ttn,red_strawberry,strawberry,red_tomato,tomato,orange_pumpkin,white_swan,colorType,typical,typical
target,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,orange_pumpkin,colorType,typical,typical
competitor,ttp,yellow_corn,corn,yellow_banana,banana,red_corn,white_swan,colorType,typical,typical
target,aap,white_tomato,tomato,white_pumpkin,pumpkin,red_tomato,yellow_egg,colorType,atypical,atypical
target,tan,white_swan,swan,white_tomato,tomato,yellow_banana,red_corn,colorType,typical,atypical
target,tap,orange_pumpkin,pumpkin,orange_lettuce,lettuce,white_pumpkin,red_broccoli,colorType,typical,atypical
target,atn,yellow_strawberry,strawberry,yellow_banana,banana,green_broccoli,white_egg,colorType,atypical,typical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,orange_lettuce,red_corn,colorType,atypical,atypical
target,tan,yellow_banana,banana,yellow_strawberry,strawberry,white_egg,green_broccoli,colorType,typical,atypical
target,tan,green_broccoli,broccoli,green_swan,swan,yellow_corn,white_egg,typeOnly,typical,atypical
target,atp,red_broccoli,broccoli,red_tomato,tomato,green_broccoli,yellow_egg,colorType,atypical,typical
target,atp,yellow_strawberry,strawberry,yellow_corn,corn,red_strawberry,orange_pumpkin,colorType,atypical,typical
competitor,atp,red_broccoli,broccoli,red_strawberry,strawberry,green_broccoli,yellow_corn,typeOnly,atypical,typical
competitor,aap,green_carrot,carrot,green_swan,swan,orange_carrot,red_broccoli,typeOnly,atypical,atypical
target,atn,orange_banana,banana,orange_carrot,carrot,yellow_strawberry,red_corn,typeOnly,atypical,typical
target,ttn,white_egg,egg,white_swan,swan,red_strawberry,green_carrot,typeOnly,typical,typical
target,ttn,green_lettuce,lettuce,green_broccoli,broccoli,red_corn,orange_pumpkin,typeOnly,typical,typical
competitor,atp,yellow_egg,egg,yellow_banana,banana,white_egg,green_broccoli,typeOnly,atypical,typical
target,aan,green_swan,swan,green_carrot,carrot,yellow_strawberry,orange_pumpkin,typeOnly,atypical,atypical
target,aap,orange_lettuce,lettuce,orange_banana,banana,green_lettuce,red_strawberry,colorType,atypical,atypical
target,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,green_lettuce,colorType,typical,typical
competitor,ttp,white_swan,swan,white_egg,egg,green_swan,orange_lettuce,typeOnly,typical,typical
target,tan,white_swan,swan,white_pumpkin,pumpkin,red_strawberry,orange_carrot,typeOnly,typical,atypical
target,aan,red_corn,corn,red_broccoli,broccoli,green_lettuce,white_swan,typeOnly,atypical,atypical
target,tap,green_broccoli,broccoli,green_swan,swan,red_broccoli,orange_pumpkin,colorType,typical,atypical
target,aan,green_carrot,carrot,green_swan,swan,orange_pumpkin,red_strawberry,typeOnly,atypical,atypical
target,atn,yellow_strawberry,strawberry,yellow_banana,banana,white_swan,orange_lettuce,typeOnly,atypical,typical
target,ttn,yellow_corn,corn,yellow_banana,banana,orange_pumpkin,green_lettuce,typeOnly,typical,typical
target,atn,red_corn,corn,red_tomato,tomato,green_carrot,orange_lettuce,typeOnly,atypical,typical
target,tap,green_lettuce,lettuce,green_swan,swan,orange_lettuce,yellow_corn,colorType,typical,atypical
target,atn,red_broccoli,broccoli,red_strawberry,strawberry,green_swan,white_pumpkin,colorType,atypical,typical
target,tan,white_egg,egg,white_tomato,tomato,green_lettuce,orange_carrot,typeOnly,typical,atypical
target,aan,yellow_egg,egg,yellow_strawberry,strawberry,red_corn,green_carrot,typeOnly,atypical,atypical
competitor,aap,green_swan,swan,green_carrot,carrot,white_swan,yellow_egg,typeOnly,atypical,atypical
target,ttn,green_broccoli,broccoli,green_lettuce,lettuce,yellow_strawberry,white_swan,typeOnly,typical,typical
competitor,aap,red_broccoli,broccoli,red_corn,corn,green_broccoli,yellow_strawberry,typeOnly,atypical,atypical
target,tan,red_strawberry,strawberry,red_corn,corn,orange_banana,yellow_egg,typeOnly,typical,atypical
target,atp,green_swan,swan,green_broccoli,broccoli,white_swan,yellow_egg,colorType,atypical,typical
target,atp,yellow_egg,egg,yellow_banana,banana,white_egg,orange_carrot,colorType,atypical,typical
competitor,tap,green_lettuce,lettuce,green_swan,swan,orange_lettuce,yellow_corn,typeOnly,typical,atypical
target,aap,white_tomato,tomato,white_pumpkin,pumpkin,red_tomato,green_lettuce,colorType,atypical,atypical
target,aap,yellow_strawberry,strawberry,yellow_egg,egg,red_strawberry,green_carrot,colorType,atypical,atypical
target,tan,orange_carrot,carrot,orange_lettuce,lettuce,yellow_banana,red_tomato,typeOnly,typical,atypical
target,atn,yellow_strawberry,strawberry,yellow_corn,corn,white_swan,orange_pumpkin,colorType,atypical,typical
target,ttn,white_swan,swan,white_egg,egg,yellow_strawberry,green_carrot,typeOnly,typical,typical
target,aan,yellow_egg,egg,yellow_strawberry,strawberry,green_carrot,red_corn,typeOnly,atypical,atypical
target,tap,yellow_banana,banana,yellow_egg,egg,orange_banana,red_strawberry,colorType,typical,atypical
target,atn,orange_lettuce,lettuce,orange_pumpkin,pumpkin,yellow_egg,white_tomato,typeOnly,atypical,typical
target,ttp,white_swan,swan,white_egg,egg,green_swan,red_tomato,typeOnly,typical,typical
competitor,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,green_swan,typeOnly,typical,typical
competitor,ttp,orange_carrot,carrot,orange_pumpkin,pumpkin,green_carrot,white_swan,typeOnly,typical,typical
target,atn,white_tomato,tomato,white_egg,egg,red_broccoli,green_swan,typeOnly,atypical,typical
competitor,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,green_carrot,typeOnly,atypical,atypical
target,aan,red_corn,corn,red_broccoli,broccoli,white_pumpkin,yellow_egg,typeOnly,atypical,atypical
target,ttn,orange_pumpkin,pumpkin,orange_carrot,carrot,green_broccoli,white_egg,typeOnly,typical,typical
target,ttp,white_egg,egg,white_swan,swan,yellow_egg,orange_carrot,colorType,typical,typical
competitor,atp,white_tomato,tomato,white_swan,swan,red_tomato,yellow_banana,typeOnly,atypical,typical
competitor,tap,orange_pumpkin,pumpkin,orange_banana,banana,white_pumpkin,red_tomato,typeOnly,typical,atypical
target,atn,orange_lettuce,lettuce,orange_carrot,carrot,white_tomato,green_broccoli,typeOnly,atypical,typical
target,aan,orange_banana,banana,orange_lettuce,lettuce,yellow_corn,green_swan,typeOnly,atypical,atypical
target,ttn,red_strawberry,strawberry,red_tomato,tomato,green_carrot,yellow_banana,typeOnly,typical,typical
target,tan,red_strawberry,strawberry,red_broccoli,broccoli,yellow_egg,green_carrot,typeOnly,typical,atypical
target,tan,orange_pumpkin,pumpkin,orange_banana,banana,green_lettuce,white_swan,typeOnly,typical,atypical
target,aan,white_tomato,tomato,white_pumpkin,pumpkin,yellow_strawberry,orange_banana,typeOnly,atypical,atypical
competitor,aap,green_carrot,carrot,green_swan,swan,orange_carrot,white_egg,colorType,atypical,atypical
target,tan,red_strawberry,strawberry,red_broccoli,broccoli,white_swan,green_carrot,colorType,typical,atypical
competitor,tap,yellow_banana,banana,yellow_egg,egg,orange_banana,green_swan,colorType,typical,atypical
target,atn,yellow_strawberry,strawberry,yellow_banana,banana,orange_carrot,green_lettuce,colorType,atypical,typical
competitor,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,white_swan,colorType,atypical,atypical
target,aan,green_swan,swan,green_carrot,carrot,red_broccoli,white_egg,colorType,atypical,atypical
target,aan,green_carrot,carrot,green_swan,swan,orange_pumpkin,red_corn,colorType,atypical,atypical
target,ttn,white_egg,egg,white_swan,swan,yellow_corn,red_tomato,colorType,typical,typical
target,atp,orange_lettuce,lettuce,orange_pumpkin,pumpkin,green_lettuce,white_tomato,colorType,atypical,typical
target,ttp,white_egg,egg,white_swan,swan,yellow_egg,green_lettuce,colorType,typical,typical
target,aan,red_broccoli,broccoli,red_corn,corn,white_egg,yellow_banana,colorType,atypical,atypical
target,atp,orange_banana,banana,orange_pumpkin,pumpkin,yellow_banana,green_lettuce,colorType,atypical,typical
target,aap,red_broccoli,broccoli,red_corn,corn,green_broccoli,white_egg,colorType,atypical,atypical
target,tap,white_swan,swan,white_pumpkin,pumpkin,green_swan,yellow_strawberry,colorType,typical,atypical
target,atn,white_tomato,tomato,white_swan,swan,orange_lettuce,green_broccoli,colorType,atypical,typical
target,aap,green_swan,swan,green_carrot,carrot,white_swan,yellow_banana,colorType,atypical,atypical
competitor,tap,green_broccoli,broccoli,green_swan,swan,red_broccoli,white_pumpkin,colorType,typical,atypical
target,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,red_tomato,colorType,typical,typical
target,tan,yellow_banana,banana,yellow_egg,egg,green_carrot,white_swan,colorType,typical,atypical
target,atn,red_corn,corn,red_tomato,tomato,yellow_banana,green_swan,colorType,atypical,typical
competitor,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,white_swan,colorType,typical,typical
target,tap,orange_carrot,carrot,orange_banana,banana,green_carrot,white_tomato,colorType,typical,atypical
target,ttn,red_strawberry,strawberry,red_tomato,tomato,green_carrot,yellow_egg,colorType,typical,typical
target,tan,green_broccoli,broccoli,green_swan,swan,red_corn,white_tomato,colorType,typical,atypical
competitor,atp,white_pumpkin,pumpkin,white_egg,egg,orange_pumpkin,yellow_corn,colorType,atypical,typical
competitor,atp,red_corn,corn,red_strawberry,strawberry,yellow_corn,orange_pumpkin,colorType,atypical,typical
target,aan,orange_banana,banana,orange_lettuce,lettuce,green_broccoli,yellow_corn,colorType,atypical,atypical
target,ttn,yellow_banana,banana,yellow_corn,corn,orange_pumpkin,white_swan,colorType,typical,typical
target,atn,white_pumpkin,pumpkin,white_swan,swan,green_lettuce,red_broccoli,colorType,atypical,typical
target,tan,white_swan,swan,white_pumpkin,pumpkin,green_lettuce,red_broccoli,colorType,typical,atypical
competitor,ttp,yellow_corn,corn,yellow_banana,banana,red_corn,green_lettuce,typeOnly,typical,typical
target,ttn,white_swan,swan,white_egg,egg,red_strawberry,green_broccoli,typeOnly,typical,typical
competitor,aap,green_swan,swan,green_carrot,carrot,white_swan,orange_lettuce,colorType,atypical,atypical
competitor,aap,yellow_egg,egg,yellow_strawberry,strawberry,white_egg,red_corn,typeOnly,atypical,atypical
target,tan,red_strawberry,strawberry,red_corn,corn,green_swan,white_egg,typeOnly,typical,atypical
target,tap,white_swan,swan,white_pumpkin,pumpkin,green_swan,red_broccoli,colorType,typical,atypical
target,atn,green_carrot,carrot,green_broccoli,broccoli,orange_lettuce,red_corn,colorType,atypical,typical
competitor,atp,red_corn,corn,red_tomato,tomato,yellow_corn,white_egg,typeOnly,atypical,typical
target,aan,orange_lettuce,lettuce,orange_banana,banana,yellow_egg,green_broccoli,typeOnly,atypical,atypical
competitor,ttp,orange_pumpkin,pumpkin,orange_carrot,carrot,white_pumpkin,yellow_banana,typeOnly,typical,typical
target,tan,red_strawberry,strawberry,red_broccoli,broccoli,yellow_corn,white_pumpkin,typeOnly,typical,atypical
competitor,atp,orange_lettuce,lettuce,orange_pumpkin,pumpkin,green_lettuce,yellow_egg,typeOnly,atypical,typical
target,ttp,white_egg,egg,white_swan,swan,yellow_egg,red_tomato,colorType,typical,typical
target,ttn,green_lettuce,lettuce,green_broccoli,broccoli,orange_banana,white_egg,typeOnly,typical,typical
target,ttn,white_swan,swan,white_egg,egg,green_carrot,red_corn,colorType,typical,typical
target,atp,orange_lettuce,lettuce,orange_carrot,carrot,green_lettuce,red_strawberry,colorType,atypical,typical
competitor,tap,yellow_banana,banana,yellow_egg,egg,orange_banana,white_tomato,colorType,typical,atypical
target,ttn,orange_carrot,carrot,orange_pumpkin,pumpkin,green_broccoli,white_swan,typeOnly,typical,typical
target,tap,yellow_corn,corn,yellow_strawberry,strawberry,red_corn,white_swan,colorType,typical,atypical
target,aap,red_corn,corn,red_broccoli,broccoli,yellow_corn,green_carrot,colorType,atypical,atypical
competitor,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,orange_banana,typeOnly,typical,typical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,green_swan,red_strawberry,typeOnly,atypical,atypical
target,aan,green_carrot,carrot,green_swan,swan,white_pumpkin,orange_lettuce,typeOnly,atypical,atypical
target,atn,white_tomato,tomato,white_swan,swan,red_broccoli,green_lettuce,typeOnly,atypical,typical
competitor,tap,red_strawberry,strawberry,red_corn,corn,yellow_strawberry,white_egg,typeOnly,typical,atypical
target,atn,yellow_egg,egg,yellow_corn,corn,orange_banana,green_swan,colorType,atypical,typical
target,atn,yellow_strawberry,strawberry,yellow_banana,banana,white_swan,red_broccoli,typeOnly,atypical,typical
target,ttn,yellow_banana,banana,yellow_corn,corn,red_broccoli,orange_pumpkin,typeOnly,typical,typical
target,tan,yellow_corn,corn,yellow_strawberry,strawberry,red_broccoli,white_tomato,typeOnly,typical,atypical
target,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,red_strawberry,colorType,typical,typical
target,aan,yellow_egg,egg,yellow_strawberry,strawberry,orange_lettuce,red_corn,colorType,atypical,atypical
target,atp,red_broccoli,broccoli,red_tomato,tomato,green_broccoli,white_egg,colorType,atypical,typical
target,ttn,red_strawberry,strawberry,red_tomato,tomato,yellow_banana,white_swan,typeOnly,typical,typical
target,ttn,yellow_corn,corn,yellow_banana,banana,green_lettuce,red_broccoli,typeOnly,typical,typical
target,atn,yellow_strawberry,strawberry,yellow_corn,corn,red_broccoli,white_tomato,typeOnly,atypical,typical
target,tan,white_egg,egg,white_pumpkin,pumpkin,green_swan,red_broccoli,typeOnly,typical,atypical
competitor,atp,yellow_strawberry,strawberry,yellow_banana,banana,red_strawberry,green_broccoli,typeOnly,atypical,typical
target,atn,orange_lettuce,lettuce,orange_carrot,carrot,green_broccoli,yellow_corn,colorType,atypical,typical
target,tap,green_lettuce,lettuce,green_carrot,carrot,orange_lettuce,yellow_corn,colorType,typical,atypical
target,ttp,yellow_corn,corn,yellow_banana,banana,red_corn,white_pumpkin,colorType,typical,typical
target,atn,white_pumpkin,pumpkin,white_swan,swan,orange_banana,red_corn,typeOnly,atypical,typical
competitor,aap,red_broccoli,broccoli,red_corn,corn,green_broccoli,yellow_banana,typeOnly,atypical,atypical
target,atp,orange_lettuce,lettuce,orange_pumpkin,pumpkin,green_lettuce,red_strawberry,colorType,atypical,typical
target,ttn,green_lettuce,lettuce,green_broccoli,broccoli,red_strawberry,yellow_corn,typeOnly,typical,typical
target,aan,red_broccoli,broccoli,red_corn,corn,white_tomato,yellow_strawberry,typeOnly,atypical,atypical
target,aan,yellow_egg,egg,yellow_strawberry,strawberry,orange_banana,white_pumpkin,typeOnly,atypical,atypical
target,atn,orange_lettuce,lettuce,orange_pumpkin,pumpkin,red_tomato,white_egg,typeOnly,atypical,typical
target,tan,white_swan,swan,white_tomato,tomato,yellow_strawberry,red_corn,typeOnly,typical,atypical
target,ttp,green_broccoli,broccoli,green_lettuce,lettuce,red_broccoli,yellow_egg,colorType,typical,typical
competitor,atp,red_corn,corn,red_tomato,tomato,yellow_corn,orange_carrot,typeOnly,atypical,typical
competitor,tap,green_lettuce,lettuce,green_swan,swan,orange_lettuce,white_egg,typeOnly,typical,atypical
competitor,tap,red_tomato,tomato,red_corn,corn,white_tomato,yellow_strawberry,typeOnly,typical,atypical
target,ttn,white_egg,egg,white_swan,swan,yellow_corn,red_tomato,typeOnly,typical,typical
competitor,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,green_lettuce,typeOnly,typical,typical
target,tan,green_broccoli,broccoli,green_carrot,carrot,orange_lettuce,white_pumpkin,typeOnly,typical,atypical
target,aan,green_swan,swan,green_carrot,carrot,yellow_banana,red_broccoli,typeOnly,atypical,atypical
target,tan,green_lettuce,lettuce,green_carrot,carrot,red_corn,orange_banana,typeOnly,typical,atypical
competitor,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,orange_pumpkin,typeOnly,typical,typical
target,aap,red_corn,corn,red_broccoli,broccoli,yellow_corn,white_pumpkin,colorType,atypical,atypical
competitor,tap,green_broccoli,broccoli,green_carrot,carrot,red_broccoli,white_pumpkin,colorType,typical,atypical
competitor,aap,orange_lettuce,lettuce,orange_banana,banana,green_lettuce,yellow_corn,colorType,atypical,atypical
competitor,ttp,green_lettuce,lettuce,green_broccoli,broccoli,orange_lettuce,white_egg,typeOnly,typical,typical
target,ttn,green_lettuce,lettuce,green_broccoli,broccoli,yellow_strawberry,white_tomato,typeOnly,typical,typical
target,tan,yellow_corn,corn,yellow_strawberry,strawberry,red_broccoli,green_carrot,typeOnly,typical,atypical
target,aan,yellow_strawberry,strawberry,yellow_egg,egg,orange_lettuce,green_swan,colorType,atypical,atypical
target,tan,white_egg,egg,white_pumpkin,pumpkin,orange_lettuce,red_tomato,typeOnly,typical,atypical
target,aan,red_corn,corn,red_broccoli,broccoli,green_lettuce,white_egg,colorType,atypical,atypical
target,atp,white_pumpkin,pumpkin,white_swan,swan,orange_pumpkin,green_lettuce,colorType,atypical,typical
target,atn,red_corn,corn,red_tomato,tomato,green_carrot,white_egg,colorType,atypical,typical
target,aap,white_pumpkin,pumpkin,white_tomato,tomato,orange_pumpkin,yellow_banana,colorType,atypical,atypical
target,atn,orange_banana,banana,orange_carrot,carrot,yellow_egg,red_corn,colorType,atypical,typical
target,atn,green_carrot,carrot,green_broccoli,broccoli,yellow_banana,white_pumpkin,colorType,atypical,typical
target,ttn,orange_carrot,carrot,orange_pumpkin,pumpkin,green_broccoli,white_egg,colorType,typical,typical
target,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,orange_carrot,colorType,typical,typical
competitor,atp,orange_banana,banana,orange_carrot,carrot,yellow_banana,white_tomato,colorType,atypical,typical
target,tap,yellow_corn,corn,yellow_strawberry,strawberry,red_corn,orange_pumpkin,colorType,typical,atypical
target,ttn,red_tomato,tomato,red_strawberry,strawberry,yellow_egg,orange_lettuce,colorType,typical,typical
target,atn,green_swan,swan,green_broccoli,broccoli,yellow_egg,white_pumpkin,colorType,atypical,typical
target,atp,red_corn,corn,red_tomato,tomato,yellow_corn,white_pumpkin,colorType,atypical,typical
target,ttn,white_swan,swan,white_egg,egg,orange_banana,red_tomato,colorType,typical,typical
competitor,aap,green_carrot,carrot,green_swan,swan,orange_carrot,yellow_egg,colorType,atypical,atypical
competitor,atp,green_carrot,carrot,green_broccoli,broccoli,orange_carrot,red_strawberry,typeOnly,atypical,typical
competitor,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,green_carrot,colorType,typical,typical
target,ttp,white_egg,egg,white_swan,swan,yellow_egg,red_strawberry,colorType,typical,typical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,green_carrot,red_broccoli,colorType,atypical,atypical
competitor,tap,yellow_corn,corn,yellow_egg,egg,red_corn,white_tomato,colorType,typical,atypical
target,aan,orange_banana,banana,orange_lettuce,lettuce,red_strawberry,white_swan,colorType,atypical,atypical
target,tap,green_broccoli,broccoli,green_swan,swan,red_broccoli,orange_pumpkin,typeOnly,typical,atypical
target,tan,orange_pumpkin,pumpkin,orange_lettuce,lettuce,yellow_banana,red_corn,typeOnly,typical,atypical
target,tan,green_broccoli,broccoli,green_swan,swan,orange_pumpkin,red_tomato,typeOnly,typical,atypical
competitor,ttp,green_broccoli,broccoli,green_lettuce,lettuce,red_broccoli,yellow_egg,typeOnly,typical,typical
target,aan,yellow_strawberry,strawberry,yellow_egg,egg,white_tomato,green_swan,typeOnly,atypical,atypical
target,aap,orange_lettuce,lettuce,orange_banana,banana,green_lettuce,white_tomato,colorType,atypical,atypical
target,atp,green_swan,swan,green_broccoli,broccoli,white_swan,red_corn,colorType,atypical,typical
target,atn,white_pumpkin,pumpkin,white_swan,swan,green_lettuce,yellow_egg,typeOnly,atypical,typical
competitor,atp,yellow_strawberry,strawberry,yellow_corn,corn,red_strawberry,orange_carrot,typeOnly,atypical,typical
target,atn,green_swan,swan,green_lettuce,lettuce,yellow_banana,orange_pumpkin,typeOnly,atypical,typical
competitor,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,green_broccoli,typeOnly,atypical,atypical
target,tan,white_swan,swan,white_tomato,tomato,green_lettuce,yellow_strawberry,typeOnly,typical,atypical
competitor,aap,red_corn,corn,red_broccoli,broccoli,yellow_corn,green_lettuce,typeOnly,atypical,atypical
target,ttn,green_broccoli,broccoli,green_lettuce,lettuce,orange_carrot,yellow_egg,typeOnly,typical,typical
target,atn,white_tomato,tomato,white_swan,swan,red_broccoli,yellow_banana,typeOnly,atypical,typical
target,atn,orange_lettuce,lettuce,orange_carrot,carrot,white_pumpkin,yellow_banana,typeOnly,atypical,typical
target,atp,white_tomato,tomato,white_egg,egg,red_tomato,green_broccoli,colorType,atypical,typical
target,aan,green_swan,swan,green_carrot,carrot,red_strawberry,white_pumpkin,typeOnly,atypical,atypical
